,emp_length,annual_income,debt_to_income,delinq_2y,inquiries_last_12m,total_credit_lines,total_credit_limit,total_credit_utilized,num_historical_failed_to_pay,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_active_debit_accounts,total_debit_limit,num_mort_accounts,account_never_delinq_percent,public_record_bankrupt,loan_amount,term,interest_rate,paid_total,homeownership_OWN,homeownership_RENT,verified_income_Source Verified,verified_income_Verified,loan_purpose_credit_card,loan_purpose_debt_consolidation,loan_purpose_home_improvement,loan_purpose_house,loan_purpose_major_purchase,loan_purpose_medical,loan_purpose_moving,loan_purpose_other,loan_purpose_renewable_energy,loan_purpose_small_business,loan_purpose_vacation,application_type_joint,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,sub_grade_A2,sub_grade_A3,sub_grade_A4,sub_grade_A5,sub_grade_B1,sub_grade_B2,sub_grade_B3,sub_grade_B4,sub_grade_B5,sub_grade_C1,sub_grade_C2,sub_grade_C3,sub_grade_C4,sub_grade_C5,sub_grade_D1,sub_grade_D2,sub_grade_D3,sub_grade_D4,sub_grade_D5,sub_grade_E1,sub_grade_E2,sub_grade_E3,sub_grade_E4,sub_grade_E5,sub_grade_F1,sub_grade_F2,sub_grade_F3,sub_grade_F4,sub_grade_F5,sub_grade_G1,sub_grade_G4,initial_listing_status_whole
6195,7.0,60000.0,15.0,0,3,24,29844,15129,0,0,1,5,9.0,6,17000,0,100.0,0,20000,36,6.71,1829.79,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6196,6.0,110000.0,6.68,0,0,34,310403,25553,0,0,2,4,13.0,5,58000,4,90.9,0,4000,36,6.07,362.76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6197,5.0,52000.0,40.64,0,1,21,138552,105388,0,223,4,6,8.0,1,9400,1,71.4,0,10000,60,9.92,625.22,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6198,,54000.0,12.96,1,2,41,74700,21832,0,0,0,13,2.0,10,70100,1,92.5,0,12000,60,18.45,910.71,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6199,6.0,70000.0,10.97,0,6,18,235031,26334,0,0,2,3,6.0,0,11100,2,100.0,0,4000,36,7.35,380.62,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6200,3.0,58380.0,10.11,0,2,17,42966,20075,0,0,1,7,12.0,4,12000,0,100.0,0,5000,36,7.97,624.27,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6201,10.0,75000.0,16.26,0,0,20,61168,46460,0,15372,1,1,14.0,4,32300,1,94.7,0,25000,36,9.44,2387.28,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6202,10.0,105000.0,10.13,0,4,17,58100,23408,1,0,1,9,1.0,2,30300,0,100.0,1,10200,36,13.59,1378.66,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6203,10.0,96821.31,26.17,0,4,41,85567,75877,0,0,1,7,10.0,7,19900,0,100.0,0,21600,36,18.45,2335.2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6204,0.0,80000.0,15.96,2,2,16,149422,30562,0,0,2,4,7.0,2,8700,2,76.9,0,12000,36,12.62,1993.87,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6205,0.0,22800.0,13.68,0,0,9,17400,10225,0,0,1,3,22.0,3,7900,0,100.0,0,12000,60,15.04,847.19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6206,10.0,52000.0,18.56,0,0,15,132109,29165,0,0,0,0,,6,33400,3,100.0,0,27225,36,10.91,3527.64,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6207,5.0,65000.0,33.44,0,5,19,566764,133579,0,79,3,3,1.0,0,2000,2,94.7,0,35000,36,17.09,4964.45,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6208,10.0,55000.0,7.48,0,0,13,20100,7707,0,341,0,6,,3,9600,0,100.0,0,6500,36,6.72,797.09,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6209,2.0,34560.0,16.91,1,2,5,26603,21560,0,0,1,2,3.0,3,3400,0,80.0,0,10000,60,21.85,813.88,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6210,1.0,95504.0,26.1,0,2,16,92719,61173,0,0,4,2,9.0,2,15200,0,93.8,0,30000,36,15.05,5228.58,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6211,6.0,110000.0,15.91,0,3,20,343926,42888,0,0,3,9,5.0,3,6600,3,93.8,0,6000,36,19.03,1120.14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6212,0.0,70000.0,1.97,0,0,4,45000,4812,0,0,0,1,,2,42000,0,100.0,0,3000,36,6.08,362.99,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6213,10.0,100000.0,24.37,0,2,40,439624,69582,0,0,2,9,2.0,6,74100,3,100.0,0,23000,60,18.06,2349.65,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6214,10.0,55000.0,25.4,0,1,32,180440,43426,0,0,3,6,7.0,1,8700,2,71.9,0,12000,60,9.92,750.27,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6215,,48000.0,3.85,0,1,14,49700,6272,0,0,0,5,12.0,2,42300,0,100.0,0,7000,36,6.07,424.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6216,8.0,42000.0,21.34,0,0,16,23725,19118,0,0,2,3,13.0,4,10700,0,100.0,0,6000,36,18.45,642.54,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6217,,77000.0,12.25,0,2,55,317197,20800,0,581,0,8,5.0,2,20100,3,83.3,0,25600,36,12.62,2555.72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6218,3.0,86000.0,16.91,0,1,15,341600,41962,1,0,1,1,9.0,6,50700,1,100.0,1,33500,36,7.35,5185.12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6219,8.0,54000.0,9.66,0,2,17,80294,29439,0,0,1,3,6.0,5,50100,0,100.0,0,12000,36,6.07,1092.3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6220,10.0,48000.0,22.05,0,0,13,192923,13083,0,0,2,1,,1,1000,1,91.7,0,20400,36,14.08,3474.14,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6221,7.0,160000.0,12.74,0,1,13,533896,80595,0,0,2,5,4.0,2,13600,2,100.0,0,35000,36,13.58,3552.27,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6222,10.0,101794.0,26.22,0,0,20,103366,63234,0,0,4,1,16.0,1,23000,1,100.0,0,29000,36,12.62,4818.49,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6223,10.0,41000.0,15.93,0,2,20,33489,17247,0,0,2,3,1.0,1,8000,0,90.0,0,6400,36,10.42,827.42,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6224,0.0,107000.0,10.11,0,1,14,110678,68358,0,0,3,7,1.0,2,12900,0,78.6,0,10000,36,10.91,1301.82,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6225,0.0,120000.0,8.46,1,3,32,262282,61943,0,0,8,7,1.0,5,67400,4,90.3,0,15000,60,7.35,1491.43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6226,8.0,100203.0,20.41,0,1,29,122235,89247,0,0,3,1,1.0,5,32400,2,96.2,0,12000,36,11.99,1984.61,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6227,10.0,105000.0,3.13,0,6,35,252376,14696,0,0,0,4,2.0,4,30000,4,94.1,0,16000,36,9.43,1519.27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6228,10.0,125000.0,36.29,0,0,17,574851,125417,1,0,4,3,13.0,2,22000,3,82.4,0,34000,60,16.02,2451.28,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6229,1.0,70000.0,14.2,1,0,12,248949,22925,0,0,2,2,17.0,2,5600,3,83.3,0,14000,60,12.62,1569.33,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6230,0.0,48000.0,19.18,0,1,9,36760,16610,0,0,2,2,1.0,5,15500,0,100.0,0,10000,36,16.02,1776.15,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6231,10.0,50000.0,25.28,1,1,23,268124,21259,0,0,1,4,7.0,2,20600,3,82.6,0,12000,60,16.01,562.43,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6232,6.0,75000.0,16.13,0,2,40,405790,36703,0,312,3,15,0.0,4,53600,1,95.0,0,17000,36,5.31,1525.61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6233,0.0,130000.0,12.28,0,1,30,296496,77944,0,0,12,2,7.0,2,93600,1,100.0,0,17500,60,7.35,1697.09,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6234,3.0,85000.0,23.37,0,7,27,534326,118114,0,0,11,4,1.0,3,54000,2,48.1,0,12000,36,9.93,1927.48,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6235,1.0,200000.0,22.96,0,2,23,592023,117755,0,0,2,2,3.0,10,90300,1,95.7,0,19000,60,14.08,2199.59,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6236,7.0,95000.0,24.86,0,1,31,115324,66850,0,0,8,4,11.0,3,16400,1,96.8,0,12000,36,12.61,1197.83,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6237,2.0,75000.0,29.46,0,0,27,112051,67495,0,0,3,10,17.0,10,46200,1,96.3,0,18000,36,15.05,3107.05,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6238,1.0,140000.0,18.76,0,0,25,276186,78433,0,0,3,2,,3,30900,4,92.0,0,18000,60,12.62,2005.11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6239,3.0,70000.0,4.75,0,2,12,19553,13522,0,1311,3,1,6.0,2,8400,0,100.0,0,16000,60,14.08,1852.28,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6240,,35000.0,23.94,0,0,18,95299,15197,0,0,3,3,13.0,1,19300,2,100.0,0,11000,36,6.71,1344.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6241,10.0,65000.0,2.1,0,0,11,205195,2362,0,0,0,1,,2,1300,2,72.7,0,6000,36,6.72,545.81,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6242,3.0,144000.0,7.16,0,1,13,32881,27018,0,0,3,5,12.0,1,800,0,92.3,0,7000,36,12.61,725.73,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6243,4.0,95000.0,14.87,1,0,17,199751,39858,0,659,1,1,,4,69600,1,94.1,0,9600,36,9.43,604.36,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6244,2.0,88000.0,28.27,0,2,16,174091,162736,0,0,5,7,2.0,3,12800,0,94.0,0,30000,36,15.05,3071.38,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6245,10.0,65000.0,19.89,0,2,26,120141,49579,0,0,2,7,0.0,3,39600,0,100.0,0,20000,60,9.92,1261.46,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6246,0.0,35000.0,20.64,0,6,14,40300,10138,1,0,1,4,2.0,4,14300,1,100.0,1,8000,36,16.02,1118.24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6247,10.0,60000.0,7.7,0,0,15,195494,14554,0,0,0,2,18.0,3,18800,1,100.0,0,23000,60,13.59,2103.84,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6248,7.0,65000.0,16.3,0,2,34,53220,32353,0,0,3,5,0.0,2,10600,3,84.8,0,15675,36,10.91,2018.53,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6249,10.0,64000.0,6.58,0,2,43,92333,25953,0,866,9,6,9.0,4,56700,0,95.1,0,30000,60,9.43,30007.4581541666,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6250,10.0,180000.0,21.05,1,3,34,239875,96480,0,0,5,5,1.0,2,11700,3,96.4,0,8400,36,18.45,908.13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6251,3.0,35568.0,6.31,0,0,12,11124,3633,0,900,1,3,18.0,1,3000,2,66.7,0,2400,36,9.44,381.58,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6252,9.0,65000.0,18.92,0,3,9,107464,64183,0,0,1,7,2.0,4,46500,0,100.0,0,10000,36,6.08,1519.57,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6253,4.0,55000.0,24.2,0,3,35,48700,30581,1,0,2,4,2.0,6,10000,2,100.0,1,10500,60,15.05,991.5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6254,3.0,150000.0,12.4,0,2,18,168030,134160,1,0,3,2,1.0,4,62500,0,100.0,1,28000,60,9.93,2954.35,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6255,10.0,42000.0,21.79,0,2,31,47070,23064,0,1999,1,26,11.0,6,9100,0,93.3,0,30000,36,19.03,5468.98,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6256,1.0,50000.0,8.45,0,1,11,23600,13018,0,0,1,9,10.0,2,9800,0,100.0,0,6400,36,14.08,6524.761212444,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6257,9.0,90000.0,37.33,0,2,44,203941,171884,0,0,6,6,9.0,4,34300,0,100.0,0,22000,36,18.06,3162.01,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6258,10.0,53000.0,22.88,0,0,26,303578,30098,0,0,6,2,14.0,2,23300,1,100.0,0,17000,60,5.32,1700.37,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6259,2.0,353000.0,12.09,0,6,28,836277,304327,0,0,3,9,6.0,6,101600,3,100.0,0,35000,36,6.08,5383.41,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6260,3.0,104550.0,10.95,0,0,16,108144,51673,0,0,1,5,15.0,4,44600,0,100.0,0,10000,36,5.32,1495.41,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6261,10.0,132000.0,7.5,0,3,22,56436,27485,0,0,1,4,1.0,2,24600,6,100.0,0,5000,36,7.97,5045.0334254771005,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6262,10.0,45804.0,15.09,0,4,28,194329,35348,0,0,1,4,4.0,1,37800,2,100.0,0,21000,36,7.35,3480.39,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6263,10.0,72000.0,4.4,0,1,12,21542,7341,0,0,1,4,9.0,4,17000,0,100.0,0,3000,36,7.34,282.22,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6264,,55000.0,20.45,0,1,29,66515,23142,1,0,1,4,8.0,1,13200,0,100.0,1,15000,60,11.99,1658.01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6265,4.0,285000.0,14.46,1,2,30,283766,240328,0,0,15,3,4.0,4,80100,0,93.3,0,40000,36,7.97,4976.22,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6266,4.0,60000.0,12.6,0,5,10,23900,16449,0,1002,3,4,3.0,2,5500,0,100.0,0,5000,36,14.08,847.63,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6267,7.0,100000.0,17.86,0,3,22,131338,103688,0,0,4,8,2.0,3,18300,0,100.0,0,20000,36,10.42,3234.92,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6268,0.0,75000.0,6.03,0,1,20,203900,16674,0,0,1,10,0.0,2,36000,1,100.0,0,6500,36,7.35,854.35,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6269,6.0,55000.0,15.47,0,5,13,224060,25289,0,0,4,7,3.0,3,5100,1,91.7,0,3600,36,14.08,489.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6270,2.0,55000.0,8.86,0,1,15,74234,64359,0,1626,11,5,6.0,3,6100,0,100.0,0,10000,60,26.3,1469.42,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
